nome_personagem,nivel,raca,classe,forca,destreza,constituicao,sabedoria,inteligencia,carisma
Mizora Moonbreeze,11,Githyanki,Paladino,11,19,8,15,10,14
Bex Anchev,11,Halfling,Monge,13,13,14,14,8,18
Voss Ravengard,1,Tiefling,Bardo,12,10,10,16,12,13
Raphael Silverfrond,7,Githyanki,Ladino,18,8,19,14,8,8
Volothamp Goldseeker,4,Halfling,Druida,11,16,11,11,19,9
Viconia Starseeker,7,Gnomo,Clérigo,16,16,13,11,18,19
Cora Stoutbeard,3,Anão,Bardo,13,10,12,18,8,13
Danis Bloodaxe,12,Dragonborn,Monge,18,11,11,15,18,18
Elminster Firebrand,11,Humano,Clérigo,17,14,16,13,18,8
Karlach Ironfist,5,Humano,Guerreiro,17,9,13,16,14,18
Viconia Ansur,5,Halfling,Mago,17,19,13,17,9,12
Aradin Stonefoot,2,Orc,Druida,10,10,9,14,15,8
Orin Del'Vyre,11,Githyanki,Bardo,17,13,13,14,13,10
Nere Spellweaver,10,Elfo,Clérigo,13,18,14,11,11,19
Voss Darkweaver,12,Meio-Elfo,Bruxo,8,15,15,10,16,19
Mizora Bloodaxe,2,Dragonborn,Feiticeiro,12,8,15,15,17,19
Barcus Windrunner,4,Halfling,Patrulheiro,17,11,16,14,15,14
Bhaal Starseeker,4,Meio-Elfo,Bruxo,13,8,17,11,17,12
Raphael Stoutbeard,4,Gnomo,Druida,18,9,18,11,10,19
Shadowheart Silverfrond,6,Gnomo,Monge,15,15,19,8,10,17
Voss Goldseeker,2,Halfling,Bruxo,18,13,10,18,11,8
Rath Del'Vyre,6,Halfling,Bardo,16,16,17,14,16,8
Dror Ravengard,7,Gnomo,Ladino,18,9,14,8,16,15
Kagha Brightwood,11,Elfo,Mago,10,10,14,17,12,18
Lae'zel Cliffgate,10,Gnomo,Bruxo,9,16,8,17,19,16
Minsc Nightbreeze,3,Elfo,Mago,11,16,15,11,16,14
Barcus Windrunner,11,Meio-Elfo,Bardo,15,13,11,18,13,10
Astarion Anchev,12,Elfo,Guerreiro,18,10,12,10,15,19
Jaheira Silverfrond,8,Humano,Clérigo,15,12,13,18,18,13
Cora Ravengard,2,Humano,Druida,10,9,10,10,15,10
Gale Nightbreeze,11,Githyanki,Bardo,11,14,12,19,19,17
Wyll Stoutbeard,8,Anão,Paladino,10,17,17,8,17,11
Roah Starseeker,11,Halfling,Patrulheiro,17,18,12,11,14,19
Sazza Ansur,5,Orc,Paladino,9,15,8,8,11,11
Orin Goldseeker,2,Tiefling,Paladino,11,13,10,15,11,10
Bex Moonbreeze,7,Elfo,Feiticeiro,13,15,10,8,13,17
Voss Starseeker,2,Orc,Mago,18,9,8,19,16,13
Gortash Ironfist,6,Githyanki,Bruxo,18,10,14,13,14,12
Omeluum Hallowtide,10,Anão,Bardo,12,14,8,14,12,18
Sarevok Firebrand,3,Orc,Feiticeiro,10,17,14,17,12,16
Elminster Windrunner,9,Orc,Monge,9,19,11,19,15,16
Kagha Sunstrider,3,Humano,Druida,16,8,16,9,13,10
Minsc Ironfist,11,Dragonborn,Feiticeiro,8,14,14,11,8,16
Voss Windrunner,12,Anão,Ladino,16,13,12,18,8,19
Ketheric Shadowdancer,12,Tiefling,Paladino,8,15,14,10,16,10
Orin Del'Vyre,3,Meio-Elfo,Feiticeiro,14,14,16,16,15,11
Volothamp Goldseeker,5,Githyanki,Patrulheiro,13,11,17,14,13,8
Mizora Bloodaxe,7,Halfling,Bruxo,14,10,13,9,8,12
Lae'zel Del'Vyre,8,Halfling,Clérigo,10,10,8,18,9,19
Nere Ansur,12,Meio-Elfo,Feiticeiro,10,11,13,19,17,16
Cora Stonefoot,11,Githyanki,Bardo,18,16,8,13,10,9
Nere Firebrand,7,Meio-Elfo,Guerreiro,8,16,19,16,17,11
Raphael Ansur,9,Elfo,Patrulheiro,11,9,11,19,19,17
Sazza Spellweaver,5,Githyanki,Feiticeiro,19,12,15,10,10,9
Gortash Anchev,10,Githyanki,Mago,9,8,12,18,9,15
Omeluum Goldseeker,11,Orc,Druida,17,11,12,13,19,16
Jaheira Cliffgate,3,Anão,Paladino,15,9,17,10,9,10
Voss Stoutbeard,6,Anão,Monge,10,15,18,10,13,16
Alfira Shadowdancer,5,Orc,Guerreiro,14,11,15,11,14,13
Aradin Darkweaver,12,Gnomo,Ladino,14,12,15,16,11,13
Gortash Ansur,4,Githyanki,Paladino,19,18,8,18,8,14
Barcus Del'Vyre,12,Dragonborn,Monge,16,11,12,15,13,19
Roah Del'Vyre,2,Orc,Mago,13,12,19,8,14,12
Rath Ravengard,7,Meio-Elfo,Mago,8,12,12,19,11,13
Brem Moonbreeze,5,Gnomo,Bruxo,15,12,15,18,13,18
Gortash Moonbreeze,4,Tiefling,Clérigo,8,18,8,8,16,8
Abdirak Goldseeker,12,Gnomo,Ladino,10,10,14,14,11,10
Sazza Silverfrond,8,Meio-Elfo,Clérigo,18,14,14,10,19,19
Cora Goldseeker,9,Githyanki,Guerreiro,12,10,16,18,17,16
Danis Brightwood,9,Anão,Bruxo,15,9,9,14,11,19
Alfira Hallowtide,3,Elfo,Feiticeiro,16,10,10,16,17,12
Gale Dekarios,3,Githyanki,Feiticeiro,14,18,11,10,19,12
Alfira Darkweaver,5,Meio-Elfo,Mago,16,10,8,10,12,15
Minsc Windrunner,5,Gnomo,Mago,18,15,14,9,10,18
Dror Darkweaver,10,Halfling,Paladino,10,11,17,17,17,18
Barcus Cliffgate,2,Elfo,Bardo,12,10,10,8,9,9
Halsin Silverfrond,1,Humano,Patrulheiro,17,17,10,16,16,14
Gortash Ironfist,8,Githyanki,Mago,15,12,10,13,8,16
Minsc Silverfrond,3,Meio-Elfo,Druida,19,11,15,13,12,14
Alfira Silverfrond,1,Tiefling,Patrulheiro,8,16,16,15,12,19
Gortash Nightbreeze,1,Githyanki,Paladino,15,15,17,18,15,12
Sazza Windrunner,11,Githyanki,Druida,14,18,9,12,13,13
Omeluum Goldseeker,2,Orc,Patrulheiro,8,14,17,16,13,11
Rath Firebrand,6,Gnomo,Feiticeiro,17,15,17,18,13,19
Elminster Stonefoot,6,Dragonborn,Clérigo,19,12,8,12,11,14
Aradin Silverfrond,3,Githyanki,Patrulheiro,17,11,16,9,8,8
Minsc Windrunner,12,Meio-Elfo,Bruxo,19,14,13,13,10,11
Mizora Ironfist,4,Gnomo,Mago,13,8,16,16,17,10
Roah Darkweaver,12,Halfling,Bruxo,8,13,13,10,19,11
Gortash Stoutbeard,2,Tiefling,Bardo,9,15,9,17,18,8
Viconia Goldseeker,2,Tiefling,Clérigo,12,14,8,11,13,19
Voss Stoutbeard,7,Githyanki,Guerreiro,9,9,15,17,12,9
Gortash Swiftfoot,1,Humano,Paladino,17,14,10,18,17,19
Aradin Shadowdancer,7,Gnomo,Mago,8,13,8,15,8,18
Wyll Darkweaver,12,Halfling,Guerreiro,13,12,15,13,12,16
Wyll Starseeker,12,Anão,Guerreiro,15,11,19,14,9,14
Dror Ironfist,1,Orc,Paladino,15,8,8,14,8,13
Jaheira Silverfrond,6,Humano,Guerreiro,15,9,15,11,11,9
Shadowheart Brightwood,3,Anão,Monge,18,14,8,19,13,8
Danis Goldseeker,8,Orc,Bruxo,13,17,16,13,14,9
Bhaal Sunstrider,6,Tiefling,Ladino,18,10,16,19,16,14
Ragzlin Darkweaver,11,Anão,Ladino,10,12,19,16,12,9
Aradin Shadowdancer,2,Humano,Bardo,8,15,16,10,15,10
Sarevok Hallowtide,8,Orc,Mago,9,15,10,15,15,15
Voss Darkweaver,5,Humano,Bardo,12,13,11,14,18,14
Viconia Moonbreeze,8,Humano,Mago,17,12,12,11,16,19
Bex Firebrand,8,Orc,Ladino,12,9,13,17,10,18
Bex Starseeker,6,Halfling,Druida,17,16,16,10,10,18
Karlach Bloodaxe,2,Tiefling,Feiticeiro,8,8,18,14,16,18
Barcus Ironfist,8,Githyanki,Bardo,8,18,19,17,14,16
Blurg Swiftfoot,11,Dragonborn,Bruxo,16,9,11,16,11,19
Gale Ironfist,6,Elfo,Bruxo,9,8,13,19,8,11
Mizora Cliffgate,6,Githyanki,Monge,14,19,8,17,14,14
Minsc Anchev,8,Anão,Ladino,17,11,9,10,17,8
Minsc Ironfist,1,Orc,Bardo,11,11,15,17,13,18
Wyll Darkweaver,2,Halfling,Bruxo,14,12,11,16,10,18
Voss Cliffgate,12,Halfling,Ladino,15,12,17,15,12,9
Elminster Bloodaxe,12,Anão,Bruxo,12,15,14,19,10,14
Raphael Goldseeker,9,Gnomo,Mago,19,18,11,10,15,9
Brem Cliffgate,11,Humano,Paladino,19,18,16,15,12,13
Dammon Spellweaver,12,Elfo,Clérigo,8,10,16,19,17,17
Astarion Swiftfoot,8,Anão,Druida,11,13,11,11,17,19
Jaheira Ansur,12,Anão,Ladino,17,19,15,13,13,16
Cora Del'Vyre,7,Dragonborn,Monge,10,19,13,19,9,18
Rath Stoutbeard,7,Githyanki,Bardo,17,10,8,17,15,12
Sarevok Stoutbeard,5,Anão,Monge,19,9,14,9,16,17
Sarevok Goldseeker,2,Gnomo,Druida,12,15,8,15,10,14
Orin Windrunner,11,Anão,Druida,17,8,10,16,13,8
Alfira Firebrand,6,Anão,Druida,17,16,15,14,13,15
Abdirak Sunstrider,10,Githyanki,Druida,13,18,16,15,9,16
Ragzlin Hallowtide,3,Anão,Bruxo,9,14,10,14,17,12
Danis Ironfist,4,Gnomo,Patrulheiro,14,19,8,18,15,13
Rath Hallowtide,10,Githyanki,Bardo,10,17,8,17,12,18
Bex Dekarios,12,Meio-Elfo,Bardo,8,19,14,11,18,15
Sazza Nightbreeze,11,Tiefling,Clérigo,17,18,12,8,18,11
Barcus Moonbreeze,2,Tiefling,Paladino,10,11,8,10,15,9
Ragzlin Cliffgate,2,Humano,Mago,16,10,13,14,15,17
Wyll Bloodaxe,12,Elfo,Feiticeiro,17,13,13,18,19,15
Halsin Moonbreeze,8,Halfling,Clérigo,18,16,11,18,10,9
Dror Ironfist,8,Dragonborn,Mago,18,16,14,14,12,12
Dror Darkweaver,10,Gnomo,Patrulheiro,13,11,14,18,14,13
Wyll Stonefoot,6,Tiefling,Ladino,18,17,19,10,12,12
Danis Ravengard,5,Meio-Elfo,Druida,13,12,16,8,13,13
Sarevok Bloodaxe,8,Gnomo,Patrulheiro,11,18,19,17,9,13
Gale Stonefoot,4,Githyanki,Patrulheiro,15,16,8,16,15,10
Danis Sunstrider,11,Meio-Elfo,Patrulheiro,12,9,12,19,12,18
Shadowheart Shadowdancer,4,Gnomo,Patrulheiro,14,9,17,13,13,18
Brem Nightbreeze,5,Tiefling,Patrulheiro,16,12,10,19,8,10
Raphael Silverfrond,1,Halfling,Monge,12,8,14,14,17,16
Nere Nightbreeze,1,Orc,Mago,18,15,11,8,9,10
Astarion Windrunner,2,Dragonborn,Monge,12,12,11,8,18,10
Jaheira Windrunner,8,Dragonborn,Patrulheiro,11,19,19,11,11,18
Cora Nightbreeze,7,Gnomo,Feiticeiro,13,17,8,14,18,9
Sazza Goldseeker,10,Tiefling,Druida,9,9,8,18,16,14
Lae'zel Windrunner,9,Meio-Elfo,Guerreiro,10,19,17,18,13,17
Danis Dekarios,5,Tiefling,Bardo,8,16,9,15,15,17
Roah Ironfist,2,Tiefling,Feiticeiro,9,9,9,17,9,11
Volothamp Spellweaver,7,Anão,Mago,9,14,8,16,17,8
Elminster Hallowtide,8,Orc,Druida,15,15,15,8,12,13
Sarevok Bloodaxe,12,Anão,Bardo,15,13,13,11,19,12
Lae'zel Ironfist,7,Meio-Elfo,Patrulheiro,9,18,13,11,19,18
Abdirak Windrunner,7,Orc,Monge,13,14,17,10,8,9
Nere Brightwood,12,Tiefling,Monge,12,18,17,14,11,13
Jaheira Starseeker,5,Halfling,Guerreiro,10,8,16,8,17,8
Alfira Silverfrond,2,Meio-Elfo,Paladino,12,11,12,16,8,10
Astarion Starseeker,6,Gnomo,Feiticeiro,12,14,11,15,18,11
Ragzlin Stormwind,4,Gnomo,Patrulheiro,12,8,18,9,18,10
Voss Ironfist,10,Gnomo,Druida,10,8,13,9,16,13
Rath Firebrand,2,Elfo,Clérigo,10,18,15,15,9,18
Gortash Nightbreeze,12,Orc,Bruxo,11,13,8,18,14,11
Voss Nightbreeze,9,Tiefling,Feiticeiro,14,11,14,8,10,8
Barcus Windrunner,7,Tiefling,Clérigo,19,10,15,14,9,12
Ketheric Darkweaver,6,Orc,Monge,19,19,16,16,11,12
Sazza Ansur,12,Anão,Clérigo,19,12,18,19,14,16
Jaheira Dekarios,5,Gnomo,Mago,9,16,15,10,14,15
Barcus Bloodaxe,3,Anão,Monge,17,17,14,14,16,15
Mizora Bloodaxe,12,Anão,Feiticeiro,11,17,10,13,19,12
Abdirak Del'Vyre,10,Gnomo,Patrulheiro,11,19,9,14,10,15
Kagha Spellweaver,10,Githyanki,Patrulheiro,8,19,10,14,14,17
Bex Del'Vyre,4,Tiefling,Mago,17,18,11,17,13,14
Minsc Shadowdancer,3,Elfo,Bruxo,15,17,11,8,17,8
Brem Bloodaxe,12,Gnomo,Bardo,8,10,13,10,14,19
Blurg Goldseeker,11,Halfling,Mago,15,12,19,17,14,14
Elminster Silverfrond,8,Gnomo,Bardo,14,17,14,8,17,18
Brem Firebrand,3,Dragonborn,Ladino,16,12,19,12,12,15
Bex Bloodaxe,7,Dragonborn,Monge,15,16,11,10,16,10
Kagha Sunstrider,7,Meio-Elfo,Guerreiro,12,18,17,8,14,16
Kagha Nightbreeze,7,Githyanki,Bruxo,15,19,13,9,14,15
Ketheric Darkweaver,7,Gnomo,Paladino,18,17,16,17,19,9
Viconia Cliffgate,2,Tiefling,Bruxo,17,18,13,12,10,13
Alfira Swiftfoot,10,Githyanki,Bardo,19,11,10,18,8,11
Viconia Firebrand,3,Tiefling,Ladino,19,8,8,10,12,10
Ketheric Stonefoot,10,Orc,Bardo,10,17,18,13,15,18
Astarion Windrunner,9,Githyanki,Monge,17,12,17,16,12,13
Rath Goldseeker,3,Humano,Bardo,14,8,17,13,17,17
Alfira Cliffgate,2,Humano,Druida,19,13,12,9,10,16
Sarevok Starseeker,9,Meio-Elfo,Patrulheiro,11,19,17,9,16,9
Jaheira Nightbreeze,10,Githyanki,Paladino,12,17,17,15,9,17
Jaheira Swiftfoot,9,Humano,Ladino,16,17,10,18,10,17
Sarevok Hallowtide,4,Humano,Druida,14,14,15,15,19,17
Mizora Windrunner,12,Halfling,Bardo,11,8,17,13,11,12
Abdirak Spellweaver,9,Dragonborn,Paladino,13,17,8,17,17,13
Kagha Stormwind,3,Elfo,Bruxo,17,11,18,14,8,11
Dror Spellweaver,7,Anão,Clérigo,18,16,9,8,18,14
Karlach Brightwood,7,Gnomo,Druida,14,8,10,19,11,9
Jaheira Swiftfoot,11,Humano,Clérigo,17,16,10,16,11,14
Roah Swiftfoot,8,Anão,Mago,16,15,19,12,16,9
Nere Nightbreeze,10,Anão,Clérigo,11,12,15,16,15,8
Cora Hallowtide,4,Githyanki,Feiticeiro,17,13,12,9,9,18
Aradin Shadowdancer,3,Githyanki,Druida,10,14,15,15,14,12
Cora Stormwind,3,Gnomo,Guerreiro,15,11,18,14,13,9
Barcus Cliffgate,12,Dragonborn,Monge,8,13,18,18,14,15
Volothamp Goldseeker,5,Orc,Mago,16,14,13,11,18,19
Volothamp Ansur,11,Anão,Clérigo,8,18,19,10,11,19
Shadowheart Ansur,1,Orc,Bardo,9,13,9,11,12,19
Wyll Moonbreeze,10,Dragonborn,Druida,15,18,18,11,13,15
Aradin Stonefoot,3,Meio-Elfo,Ladino,16,19,11,17,16,8
Mizora Anchev,6,Elfo,Bardo,14,13,16,17,9,11
Omeluum Dekarios,3,Gnomo,Bruxo,10,9,11,15,18,16
Volothamp Spellweaver,5,Halfling,Bardo,14,12,12,11,16,12
Blurg Dekarios,9,Dragonborn,Druida,13,10,12,12,17,19
Alfira Ironfist,2,Humano,Guerreiro,9,14,17,9,8,18
Dror Windrunner,11,Orc,Bruxo,10,11,15,11,11,17
Rath Dekarios,2,Meio-Elfo,Monge,18,8,13,14,19,13
Barcus Ansur,12,Tiefling,Clérigo,19,19,17,10,12,10
Mizora Hallowtide,6,Orc,Mago,17,19,14,8,16,12
Sarevok Stormwind,6,Anão,Bruxo,17,13,13,15,13,19
Orin Brightwood,11,Orc,Clérigo,19,13,12,15,11,8
Kagha Del'Vyre,11,Halfling,Ladino,12,14,12,13,9,15
Shadowheart Stoutbeard,8,Dragonborn,Bruxo,17,18,10,14,12,18
Ragzlin Sunstrider,12,Humano,Bruxo,11,15,14,17,15,13
Minthara Darkweaver,11,Humano,Mago,9,10,17,18,15,19
Shadowheart Dekarios,2,Tiefling,Clérigo,11,13,12,9,13,9
Viconia Stormwind,9,Githyanki,Monge,19,17,14,12,18,11
Ketheric Goldseeker,2,Anão,Mago,15,9,9,19,8,11
Minthara Ironfist,1,Dragonborn,Clérigo,12,16,16,14,15,16
Gortash Bloodaxe,10,Orc,Monge,12,9,15,16,11,16
Volothamp Nightbreeze,2,Tiefling,Ladino,19,10,12,8,9,12
Minsc Stormwind,12,Elfo,Guerreiro,19,19,9,10,8,19
Kagha Shadowdancer,7,Halfling,Feiticeiro,17,17,13,13,14,10
Dror Del'Vyre,8,Githyanki,Mago,10,19,15,14,9,8
Gale Firebrand,5,Githyanki,Clérigo,15,19,14,13,11,13
Barcus Dekarios,6,Meio-Elfo,Monge,13,9,15,8,11,15
Lae'zel Ravengard,12,Meio-Elfo,Monge,9,16,11,11,17,8
Nere Spellweaver,1,Elfo,Feiticeiro,9,8,10,13,8,18
Shadowheart Hallowtide,6,Tiefling,Bruxo,16,12,14,15,9,8
Ragzlin Shadowdancer,12,Gnomo,Feiticeiro,14,8,9,17,8,18
Sazza Bloodaxe,8,Halfling,Bruxo,17,12,12,11,13,14
Gale Shadowdancer,3,Tiefling,Clérigo,16,15,14,14,10,14
Bhaal Hallowtide,11,Anão,Bardo,13,15,8,18,8,9
Aradin Brightwood,1,Halfling,Feiticeiro,12,18,11,10,19,10
Rath Dekarios,11,Githyanki,Ladino,19,15,9,15,15,9
Shadowheart Windrunner,4,Githyanki,Druida,8,9,13,8,19,13
Elminster Ironfist,1,Anão,Druida,19,15,19,11,11,15
Sarevok Anchev,8,Gnomo,Monge,13,19,8,15,17,15
Voss Moonbreeze,5,Elfo,Monge,13,12,14,17,14,8
Astarion Moonbreeze,1,Meio-Elfo,Guerreiro,10,8,10,11,17,18
Orin Dekarios,8,Githyanki,Patrulheiro,10,14,19,9,9,16
Abdirak Stormwind,9,Gnomo,Monge,10,13,8,9,13,18
Blurg Stonefoot,10,Dragonborn,Bardo,10,12,15,11,13,15
Bex Hallowtide,2,Halfling,Ladino,14,8,14,11,14,16
Zevlor Ansur,9,Elfo,Druida,17,8,9,9,19,16
Roah Starseeker,8,Tiefling,Ladino,18,13,14,14,8,18
Cora Silverfrond,7,Gnomo,Mago,9,17,10,13,19,19
Brem Cliffgate,3,Elfo,Monge,17,19,16,18,8,13
Sazza Cliffgate,2,Gnomo,Bardo,17,14,15,10,9,10
Dror Moonbreeze,7,Dragonborn,Feiticeiro,9,17,12,15,18,8
Bex Stoutbeard,5,Humano,Clérigo,10,17,14,15,9,18
Volothamp Sunstrider,6,Anão,Bruxo,17,8,10,8,12,15
Omeluum Windrunner,4,Humano,Monge,19,16,8,10,8,17
Voss Darkweaver,2,Elfo,Monge,14,11,8,12,18,10
Minsc Ravengard,9,Humano,Bardo,10,12,18,9,9,14
Sazza Stormwind,3,Gnomo,Patrulheiro,14,9,9,19,13,17
Aradin Ravengard,12,Gnomo,Ladino,16,19,15,19,10,13
Raphael Nightbreeze,7,Humano,Bardo,18,17,8,12,11,10
Dammon Swiftfoot,8,Anão,Paladino,17,15,18,18,8,13
Gale Ansur,2,Anão,Paladino,19,9,19,17,12,19
Gale Swiftfoot,6,Dragonborn,Paladino,18,10,12,10,11,10
Dror Ravengard,11,Gnomo,Patrulheiro,11,19,16,16,15,16
Orin Moonbreeze,8,Elfo,Feiticeiro,14,16,19,18,10,8
Cora Windrunner,7,Halfling,Bardo,16,9,16,8,17,15
Rath Hallowtide,11,Anão,Guerreiro,15,13,9,11,8,12
Viconia Brightwood,3,Orc,Feiticeiro,15,19,14,17,17,11
Dammon Windrunner,1,Anão,Monge,16,11,18,13,12,8
Omeluum Stonefoot,6,Dragonborn,Monge,12,14,8,16,8,16
Mizora Moonbreeze,8,Halfling,Paladino,12,13,10,10,18,16
Brem Starseeker,6,Meio-Elfo,Bruxo,10,17,13,10,12,12
Kagha Ansur,5,Orc,Bardo,12,16,16,19,16,18
Raphael Ironfist,11,Anão,Bardo,15,16,17,12,12,16
Dror Stonefoot,12,Humano,Clérigo,19,17,9,14,9,17
Blurg Firebrand,8,Gnomo,Druida,12,11,14,12,9,16
Halsin Anchev,2,Orc,Guerreiro,11,8,11,18,17,14
Wyll Goldseeker,12,Anão,Bruxo,15,9,9,15,16,15
Blurg Hallowtide,1,Gnomo,Patrulheiro,14,15,10,12,19,8
Astarion Stonefoot,1,Elfo,Mago,13,17,13,14,12,11
Astarion Moonbreeze,4,Halfling,Patrulheiro,12,15,17,13,18,17
